curation_id,dedupe_key,scope_key,scope_type,family_id,profile_id,session_scope_id,source_case_id,review_status,candidate_targets_json,review_notes,input_summary_json,detected_category,detected_intent,primary_state,secondary_states_json,conversation_domain,conversation_phase,speaker_role,signal_summary_json,response_text,response_structure_json,response_mode,generation_source,provider,model,used_stub_fallback,fallback_reason,llm_enabled,llm_quality_score,llm_approved,metadata_json,created_at,updated_at
cur_02fa5ff5-c09,851191ee-c54a-4898-bc9f-c92f0ac52466_ca34f56f-2ccd-40cd-a188-4269fb77520c_22,851191ee-c54a-4898-bc9f-c92f0ac52466,family,851191ee-c54a-4898-bc9f-c92f0ac52466,ca34f56f-2ccd-40cd-a188-4269fb77520c,session_851191ee_22,02fa5ff5-c096-4151-ae1a-944913cc9d1c,util,"[""crisis_activa"", ""meltdown"", ""cuidado_familiar""]",apta para reutilización parcial,"{""first_user_message"": ""Estoy agotada. María explotó otra vez por algo pequeño."", ""turns_total"": 4, ""user_turns"": 2, ""assistant_turns"": 2, ""conversation_length_type"": ""short""}",crisis_activa,general_support,meltdown,"[""shutdown"", ""burnout""]",cuidado_familiar,microaccion,caregiver,"{""emotional_intensity_band"": ""alta"", ""caregiver_capacity_band"": ""baja"", ""followup_needed"": false}",No necesitas resolverlo todo de golpe. Veamos qué está pesando más. Una microacción posible es: priorizar seguridad y pausar preguntas.,"{""opening"": ""validación"", ""core"": ""orientación"", ""close"": ""microacción""}",reuse_response_memory,retrieval_augmented,local,gpt_support_curated,False,semantic_low_confidence,False,0.774,True,"{""full_transcript"": [{""speaker"": ""user"", ""turn"": 1, ""text"": ""Estoy agotada. María explotó otra vez por algo pequeño.""}, {""speaker"": ""assistant"", ""turn"": 2, ""text"": ""Estoy contigo. Vamos a ir por una sola acción posible ahora.""}, {""speaker"": ""user"", ""turn"": 3, ""text"": ""Yo también ya estaba muy saturada y siento que eso empeoró todo.""}, {""speaker"": ""assistant"", ""turn"": 4, ""text"": ""No necesitas resolverlo todo de golpe. Veamos qué está pesando más. Una microacción posible es: priorizar seguridad y pausar preguntas.""}], ""transcript_text"": ""user: Estoy agotada. María explotó otra vez por algo pequeño.\nassistant: Estoy contigo. Vamos a ir por una sola acción posible ahora.\nuser: Yo también ya estaba muy saturada y siento que eso empeoró todo.\nassistant: No necesitas resolverlo todo de golpe. Veamos qué está pesando más. Una microacción posible es: priorizar seguridad y pausar preguntas."", ""case_metrics"": {""turns_total"": 4, ""user_turns"": 2, ""assistant_turns"": 2}, ""nlp_labels"": {""emotion_primary"": ""meltdown"", ""category"": ""crisis_activa"", ""sentiment"": ""mixed"", ""language"": ""es-MX""}}",2026-05-30T21:00:00,2026-05-30T21:00:00
cur_ab84e1af-ced,851191ee-c54a-4898-bc9f-c92f0ac52466_ca34f56f-2ccd-40cd-a188-4269fb77520c_23,851191ee-c54a-4898-bc9f-c92f0ac52466,family,851191ee-c54a-4898-bc9f-c92f0ac52466,ca34f56f-2ccd-40cd-a188-4269fb77520c,session_851191ee_23,ab84e1af-cede-4bde-b5f9-25835f1465d8,util,"[""sobrecarga_cuidador"", ""parental_fatigue"", ""cuidado_familiar""]",mantener con validación breve,"{""first_user_message"": ""Estoy saturada y ya no sé cómo sostener esto."", ""turns_total"": 4, ""user_turns"": 2, ""assistant_turns"": 2, ""conversation_length_type"": ""short""}",sobrecarga_cuidador,general_support,parental_fatigue,[],cuidado_familiar,microaccion,caregiver,"{""emotional_intensity_band"": ""media"", ""caregiver_capacity_band"": ""baja"", ""followup_needed"": false}",Estoy contigo. Vamos a ir por una sola acción posible ahora. Una microacción posible es: quedarte con una sola prioridad.,"{""opening"": ""validación"", ""core"": ""orientación"", ""close"": ""microacción""}",reuse_response_memory,llm_fallback,openai,controlled_support_v1,False,intent_disambiguation,False,0.715,False,"{""full_transcript"": [{""speaker"": ""user"", ""turn"": 1, ""text"": ""Estoy saturada y ya no sé cómo sostener esto.""}, {""speaker"": ""assistant"", ""turn"": 2, ""text"": ""No necesitas resolverlo todo de golpe. Veamos qué está pesando más.""}, {""speaker"": ""user"", ""turn"": 3, ""text"": ""Yo también ya estaba muy saturada y siento que eso empeoró todo.""}, {""speaker"": ""assistant"", ""turn"": 4, ""text"": ""Estoy contigo. Vamos a ir por una sola acción posible ahora. Una microacción posible es: quedarte con una sola prioridad.""}], ""transcript_text"": ""user: Estoy saturada y ya no sé cómo sostener esto.\nassistant: No necesitas resolverlo todo de golpe. Veamos qué está pesando más.\nuser: Yo también ya estaba muy saturada y siento que eso empeoró todo.\nassistant: Estoy contigo. Vamos a ir por una sola acción posible ahora. Una microacción posible es: quedarte con una sola prioridad."", ""case_metrics"": {""turns_total"": 4, ""user_turns"": 2, ""assistant_turns"": 2}, ""nlp_labels"": {""emotion_primary"": ""parental_fatigue"", ""category"": ""sobrecarga_cuidador"", ""sentiment"": ""negative"", ""language"": ""es-MX""}}",2026-05-26T21:00:00,2026-05-26T21:00:00
cur_3dfa8892-682,177c312d-c315-4023-8a3b-d95a7eade0a9_4d52863b-4ac5-4933-9475-9535ea8d5f4e_1,177c312d-c315-4023-8a3b-d95a7eade0a9,family,177c312d-c315-4023-8a3b-d95a7eade0a9,4d52863b-4ac5-4933-9475-9535ea8d5f4e,session_177c312d_01,3dfa8892-6820-42a3-bdc9-63f8d6b2062c,util,"[""sueno_regulacion"", ""general_distress"", ""escuela""]",mantener con validación breve,"{""first_user_message"": ""Todo empeora cuando Diego duerme mal."", ""turns_total"": 16, ""user_turns"": 8, ""assistant_turns"": 8, ""conversation_length_type"": ""long""}",sueno_regulacion,school_support,general_distress,"[""shutdown"", ""meltdown""]",escuela,inicio,caregiver,"{""emotional_intensity_band"": ""media"", ""caregiver_capacity_band"": ""media"", ""followup_needed"": false}",Estoy contigo. Vamos a ir por una sola acción posible ahora. Una microacción posible es: cerrar pantallas antes.,"{""opening"": ""validación"", ""core"": ""orientación"", ""close"": ""microacción""}",reuse_response_memory,llm_fallback,hybrid,beto_emotion_router,False,memory_retrieval_required,False,0.605,False,"{""full_transcript"": [{""speaker"": ""user"", ""turn"": 1, ""text"": ""Todo empeora cuando Diego duerme mal.""}, {""speaker"": ""assistant"", ""turn"": 2, ""text"": ""Parece que este momento está siendo muy demandante. Hagamos esto simple.""}, {""speaker"": ""user"", ""turn"": 3, ""text"": ""En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.""}, {""speaker"": ""assistant"", ""turn"": 4, ""text"": ""Parece que este momento está siendo muy demandante. Hagamos esto simple.""}, {""speaker"": ""user"", ""turn"": 5, ""text"": ""También noto que Diego se bloquea cuando le doy muchas instrucciones.""}, {""speaker"": ""assistant"", ""turn"": 6, ""text"": ""Estoy contigo. Vamos a ir por una sola acción posible ahora.""}, {""speaker"": ""user"", ""turn"": 7, ""text"": ""En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.""}, {""speaker"": ""assistant"", ""turn"": 8, ""text"": ""No necesitas resolverlo todo de golpe. Veamos qué está pesando más.""}, {""speaker"": ""user"", ""turn"": 9, ""text"": ""Creo que lo más difícil con Diego fue el ruido y que ya venía cansado.""}, {""speaker"": ""assistant"", ""turn"": 10, ""text"": ""Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.""}, {""speaker"": ""user"", ""turn"": 11, ""text"": ""Lo intenté antes y funcionó solo un rato.""}, {""speaker"": ""assistant"", ""turn"": 12, ""text"": ""Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.""}, {""speaker"": ""user"", ""turn"": 13, ""text"": ""Creo que lo más difícil con Diego fue el ruido y que ya venía cansado.""}, {""speaker"": ""assistant"", ""turn"": 14, ""text"": ""Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.""}, {""speaker"": ""user"", ""turn"": 15, ""text"": ""Cuando intento explicarle en ese momento se enoja más.""}, {""speaker"": ""assistant"", ""turn"": 16, ""text"": ""Estoy contigo. Vamos a ir por una sola acción posible ahora. Una microacción posible es: cerrar pantallas antes.""}], ""transcript_text"": ""user: Todo empeora cuando Diego duerme mal.\nassistant: Parece que este momento está siendo muy demandante. Hagamos esto simple.\nuser: En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.\nassistant: Parece que este momento está siendo muy demandante. Hagamos esto simple.\nuser: También noto que Diego se bloquea cuando le doy muchas instrucciones.\nassistant: Estoy contigo. Vamos a ir por una sola acción posible ahora.\nuser: En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.\nassistant: No necesitas resolverlo todo de golpe. Veamos qué está pesando más.\nuser: Creo que lo más difícil con Diego fue el ruido y que ya venía cansado.\nassistant: Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.\nuser: Lo intenté antes y funcionó solo un rato.\nassistant: Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.\nuser: Creo que lo más difícil con Diego fue el ruido y que ya venía cansado.\nassistant: Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.\nuser: Cuando intento explicarle en ese momento se enoja más.\nassistant: Estoy contigo. Vamos a ir por una sola acción posible ahora. Una microacción posible es: cerrar pantallas antes."", ""case_metrics"": {""turns_total"": 16, ""user_turns"": 8, ""assistant_turns"": 8}, ""nlp_labels"": {""emotion_primary"": ""general_distress"", ""category"": ""sueno_regulacion"", ""sentiment"": ""improving"", ""language"": ""es-MX""}}",2026-03-11T08:21:00,2026-03-11T08:21:00
cur_05edc39b-5d6,177c312d-c315-4023-8a3b-d95a7eade0a9_4d52863b-4ac5-4933-9475-9535ea8d5f4e_2,177c312d-c315-4023-8a3b-d95a7eade0a9,family,177c312d-c315-4023-8a3b-d95a7eade0a9,4d52863b-4ac5-4933-9475-9535ea8d5f4e,session_177c312d_02,05edc39b-5d6e-4040-8e68-eef1900b9b9d,neutral,"[""sobrecarga_sensorial"", ""meltdown"", ""rutinas""]",útil en contexto similar,"{""first_user_message"": ""No sé si fue por el ambiente, pero Diego ya no aguantó nada."", ""turns_total"": 4, ""user_turns"": 2, ""assistant_turns"": 2, ""conversation_length_type"": ""short""}",sobrecarga_sensorial,strategy_feedback,meltdown,"[""burnout"", ""executive_dysfunction""]",rutinas,inicio,caregiver,"{""emotional_intensity_band"": ""media"", ""caregiver_capacity_band"": ""media"", ""followup_needed"": true}","Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: retirar estímulos innecesarios.","{""opening"": ""validación"", ""core"": ""orientación"", ""close"": ""microacción""}",reuse_response_memory,system,local,controlled_support_v1,False,memory_retrieval_required,False,0.856,True,"{""full_transcript"": [{""speaker"": ""user"", ""turn"": 1, ""text"": ""No sé si fue por el ambiente, pero Diego ya no aguantó nada.""}, {""speaker"": ""assistant"", ""turn"": 2, ""text"": ""Parece que este momento está siendo muy demandante. Hagamos esto simple.""}, {""speaker"": ""user"", ""turn"": 3, ""text"": ""También noto que Diego se bloquea cuando le doy muchas instrucciones.""}, {""speaker"": ""assistant"", ""turn"": 4, ""text"": ""Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: retirar estímulos innecesarios.""}], ""transcript_text"": ""user: No sé si fue por el ambiente, pero Diego ya no aguantó nada.\nassistant: Parece que este momento está siendo muy demandante. Hagamos esto simple.\nuser: También noto que Diego se bloquea cuando le doy muchas instrucciones.\nassistant: Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: retirar estímulos innecesarios."", ""case_metrics"": {""turns_total"": 4, ""user_turns"": 2, ""assistant_turns"": 2}, ""nlp_labels"": {""emotion_primary"": ""meltdown"", ""category"": ""sobrecarga_sensorial"", ""sentiment"": ""negative"", ""language"": ""es-MX""}}",2026-04-09T18:10:00,2026-04-09T18:10:00
cur_7072c01d-797,177c312d-c315-4023-8a3b-d95a7eade0a9_4d52863b-4ac5-4933-9475-9535ea8d5f4e_3,177c312d-c315-4023-8a3b-d95a7eade0a9,family,177c312d-c315-4023-8a3b-d95a7eade0a9,4d52863b-4ac5-4933-9475-9535ea8d5f4e,session_177c312d_03,7072c01d-7973-4d85-ad8a-77fbce984770,neutral,"[""sobrecarga_cuidador"", ""parental_fatigue"", ""regulacion_emocional""]",mantener con validación breve,"{""first_user_message"": ""No sé si lo estoy haciendo mal, pero ya me siento rebasada."", ""turns_total"": 2, ""user_turns"": 1, ""assistant_turns"": 1, ""conversation_length_type"": ""short""}",sobrecarga_cuidador,strategy_feedback,parental_fatigue,"[""executive_dysfunction"", ""shutdown""]",regulacion_emocional,seguimiento,caregiver,"{""emotional_intensity_band"": ""media"", ""caregiver_capacity_band"": ""baja"", ""followup_needed"": true}",Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: quedarte con una sola prioridad.,"{""opening"": ""validación"", ""core"": ""orientación"", ""close"": ""microacción""}",reuse_response_memory,system,hybrid,gpt_support_curated,False,context_recovery_used,True,0.844,True,"{""full_transcript"": [{""speaker"": ""user"", ""turn"": 1, ""text"": ""No sé si lo estoy haciendo mal, pero ya me siento rebasada.""}, {""speaker"": ""assistant"", ""turn"": 2, ""text"": ""Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: quedarte con una sola prioridad.""}], ""transcript_text"": ""user: No sé si lo estoy haciendo mal, pero ya me siento rebasada.\nassistant: Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: quedarte con una sola prioridad."", ""case_metrics"": {""turns_total"": 2, ""user_turns"": 1, ""assistant_turns"": 1}, ""nlp_labels"": {""emotion_primary"": ""parental_fatigue"", ""category"": ""sobrecarga_cuidador"", ""sentiment"": ""mixed"", ""language"": ""es-MX""}}",2026-04-14T22:10:00,2026-04-14T22:10:00
cur_738878c2-cca,177c312d-c315-4023-8a3b-d95a7eade0a9_4d52863b-4ac5-4933-9475-9535ea8d5f4e_4,177c312d-c315-4023-8a3b-d95a7eade0a9,family,177c312d-c315-4023-8a3b-d95a7eade0a9,4d52863b-4ac5-4933-9475-9535ea8d5f4e,session_177c312d_04,738878c2-cca8-4900-8aad-cbd6afe04cd7,neutral,"[""apoyo_general"", ""emotional_dysregulation"", ""regulacion_emocional""]",requiere ajuste de tono,"{""first_user_message"": ""Probamos lo anterior y ayudó un poco, pero no del todo."", ""turns_total"": 12, ""user_turns"": 6, ""assistant_turns"": 6, ""conversation_length_type"": ""long""}",apoyo_general,clarification_request,emotional_dysregulation,"[""sleep_disruption"", ""general_distress""]",regulacion_emocional,seguimiento,caregiver,"{""emotional_intensity_band"": ""alta"", ""caregiver_capacity_band"": ""media"", ""followup_needed"": false}","Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: anotar lo que sí ayudó.","{""opening"": ""validación"", ""core"": ""orientación"", ""close"": ""microacción""}",reuse_response_memory,system,openai,beto_emotion_router,False,generative_assist_triggered,True,0.695,False,"{""full_transcript"": [{""speaker"": ""user"", ""turn"": 1, ""text"": ""Probamos lo anterior y ayudó un poco, pero no del todo.""}, {""speaker"": ""assistant"", ""turn"": 2, ""text"": ""Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.""}, {""speaker"": ""user"", ""turn"": 3, ""text"": ""Cuando intento explicarle en ese momento se enoja más.""}, {""speaker"": ""assistant"", ""turn"": 4, ""text"": ""Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.""}, {""speaker"": ""user"", ""turn"": 5, ""text"": ""Creo que lo más difícil con Diego fue el ruido y que ya venía cansado.""}, {""speaker"": ""assistant"", ""turn"": 6, ""text"": ""Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.""}, {""speaker"": ""user"", ""turn"": 7, ""text"": ""En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.""}, {""speaker"": ""assistant"", ""turn"": 8, ""text"": ""No necesitas resolverlo todo de golpe. Veamos qué está pesando más.""}, {""speaker"": ""user"", ""turn"": 9, ""text"": ""Lo intenté antes y funcionó solo un rato.""}, {""speaker"": ""assistant"", ""turn"": 10, ""text"": ""Parece que este momento está siendo muy demandante. Hagamos esto simple.""}, {""speaker"": ""user"", ""turn"": 11, ""text"": ""Creo que lo más difícil con Diego fue el ruido y que ya venía cansado.""}, {""speaker"": ""assistant"", ""turn"": 12, ""text"": ""Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: anotar lo que sí ayudó.""}], ""transcript_text"": ""user: Probamos lo anterior y ayudó un poco, pero no del todo.\nassistant: Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.\nuser: Cuando intento explicarle en ese momento se enoja más.\nassistant: Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.\nuser: Creo que lo más difícil con Diego fue el ruido y que ya venía cansado.\nassistant: Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.\nuser: En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.\nassistant: No necesitas resolverlo todo de golpe. Veamos qué está pesando más.\nuser: Lo intenté antes y funcionó solo un rato.\nassistant: Parece que este momento está siendo muy demandante. Hagamos esto simple.\nuser: Creo que lo más difícil con Diego fue el ruido y que ya venía cansado.\nassistant: Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: anotar lo que sí ayudó."", ""case_metrics"": {""turns_total"": 12, ""user_turns"": 6, ""assistant_turns"": 6}, ""nlp_labels"": {""emotion_primary"": ""emotional_dysregulation"", ""category"": ""apoyo_general"", ""sentiment"": ""mixed"", ""language"": ""es-MX""}}",2026-04-15T23:10:00,2026-04-15T23:10:00
cur_16f3a69e-d4a,177c312d-c315-4023-8a3b-d95a7eade0a9_4d52863b-4ac5-4933-9475-9535ea8d5f4e_5,177c312d-c315-4023-8a3b-d95a7eade0a9,family,177c312d-c315-4023-8a3b-d95a7eade0a9,4d52863b-4ac5-4933-9475-9535ea8d5f4e,session_177c312d_05,16f3a69e-d4a8-4c8b-89c5-d8077a681fed,util,"[""crisis_activa"", ""emotional_dysregulation"", ""escuela""]",apta para reutilización parcial,"{""first_user_message"": ""Estoy agotada. Diego explotó otra vez por algo pequeño."", ""turns_total"": 4, ""user_turns"": 2, ""assistant_turns"": 2, ""conversation_length_type"": ""short""}",crisis_activa,emotional_venting,emotional_dysregulation,"[""general_distress""]",escuela,microaccion,caregiver,"{""emotional_intensity_band"": ""alta"", ""caregiver_capacity_band"": ""media"", ""followup_needed"": false}",Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: bajar la voz y retirar una exigencia.,"{""opening"": ""validación"", ""core"": ""orientación"", ""close"": ""microacción""}",llm_fallback,retrieval_augmented,hybrid,gpt_support_curated,False,response_curated,True,0.7,False,"{""full_transcript"": [{""speaker"": ""user"", ""turn"": 1, ""text"": ""Estoy agotada. Diego explotó otra vez por algo pequeño.""}, {""speaker"": ""assistant"", ""turn"": 2, ""text"": ""Estoy contigo. Vamos a ir por una sola acción posible ahora.""}, {""speaker"": ""user"", ""turn"": 3, ""text"": ""Yo también ya estaba muy saturada y siento que eso empeoró todo.""}, {""speaker"": ""assistant"", ""turn"": 4, ""text"": ""Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: bajar la voz y retirar una exigencia.""}], ""transcript_text"": ""user: Estoy agotada. Diego explotó otra vez por algo pequeño.\nassistant: Estoy contigo. Vamos a ir por una sola acción posible ahora.\nuser: Yo también ya estaba muy saturada y siento que eso empeoró todo.\nassistant: Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: bajar la voz y retirar una exigencia."", ""case_metrics"": {""turns_total"": 4, ""user_turns"": 2, ""assistant_turns"": 2}, ""nlp_labels"": {""emotion_primary"": ""emotional_dysregulation"", ""category"": ""crisis_activa"", ""sentiment"": ""negative"", ""language"": ""es-MX""}}",2026-04-19T02:10:00,2026-04-19T02:10:00
cur_b6909ea5-4fb,177c312d-c315-4023-8a3b-d95a7eade0a9_4d52863b-4ac5-4933-9475-9535ea8d5f4e_6,177c312d-c315-4023-8a3b-d95a7eade0a9,family,177c312d-c315-4023-8a3b-d95a7eade0a9,4d52863b-4ac5-4933-9475-9535ea8d5f4e,session_177c312d_06,b6909ea5-4fb2-44c0-9d15-28cf3dfa4e76,neutral,"[""transicion_rigidez"", ""shutdown"", ""regulacion_emocional""]",útil en contexto similar,"{""first_user_message"": ""Cuando hay que cambiar de actividad todo se complica."", ""turns_total"": 10, ""user_turns"": 5, ""assistant_turns"": 5, ""conversation_length_type"": ""long""}",transicion_rigidez,emotional_venting,shutdown,"[""meltdown""]",regulacion_emocional,profundizacion,caregiver,"{""emotional_intensity_band"": ""media"", ""caregiver_capacity_band"": ""baja"", ""followup_needed"": false}","Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: mostrar qué sigue.","{""opening"": ""validación"", ""core"": ""orientación"", ""close"": ""microacción""}",reuse_response_memory,llm_fallback,hybrid,beto_emotion_router,False,context_recovery_used,False,0.679,False,"{""full_transcript"": [{""speaker"": ""user"", ""turn"": 1, ""text"": ""Cuando hay que cambiar de actividad todo se complica.""}, {""speaker"": ""assistant"", ""turn"": 2, ""text"": ""Parece que este momento está siendo muy demandante. Hagamos esto simple.""}, {""speaker"": ""user"", ""turn"": 3, ""text"": ""En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.""}, {""speaker"": ""assistant"", ""turn"": 4, ""text"": ""No necesitas resolverlo todo de golpe. Veamos qué está pesando más.""}, {""speaker"": ""user"", ""turn"": 5, ""text"": ""También noto que Diego se bloquea cuando le doy muchas instrucciones.""}, {""speaker"": ""assistant"", ""turn"": 6, ""text"": ""Estoy contigo. Vamos a ir por una sola acción posible ahora.""}, {""speaker"": ""user"", ""turn"": 7, ""text"": ""También noto que Diego se bloquea cuando le doy muchas instrucciones.""}, {""speaker"": ""assistant"", ""turn"": 8, ""text"": ""Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.""}, {""speaker"": ""user"", ""turn"": 9, ""text"": ""En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.""}, {""speaker"": ""assistant"", ""turn"": 10, ""text"": ""Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: mostrar qué sigue.""}], ""transcript_text"": ""user: Cuando hay que cambiar de actividad todo se complica.\nassistant: Parece que este momento está siendo muy demandante. Hagamos esto simple.\nuser: En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.\nassistant: No necesitas resolverlo todo de golpe. Veamos qué está pesando más.\nuser: También noto que Diego se bloquea cuando le doy muchas instrucciones.\nassistant: Estoy contigo. Vamos a ir por una sola acción posible ahora.\nuser: También noto que Diego se bloquea cuando le doy muchas instrucciones.\nassistant: Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.\nuser: En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.\nassistant: Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: mostrar qué sigue."", ""case_metrics"": {""turns_total"": 10, ""user_turns"": 5, ""assistant_turns"": 5}, ""nlp_labels"": {""emotion_primary"": ""shutdown"", ""category"": ""transicion_rigidez"", ""sentiment"": ""mixed"", ""language"": ""es-MX""}}",2026-04-21T06:10:00,2026-04-21T06:10:00
cur_7bf2c0cc-f81,177c312d-c315-4023-8a3b-d95a7eade0a9_4d52863b-4ac5-4933-9475-9535ea8d5f4e_7,177c312d-c315-4023-8a3b-d95a7eade0a9,family,177c312d-c315-4023-8a3b-d95a7eade0a9,4d52863b-4ac5-4933-9475-9535ea8d5f4e,session_177c312d_07,7bf2c0cc-f81c-4789-ba04-1da7e8e752a1,util,"[""crisis_activa"", ""emotional_dysregulation"", ""rutinas""]",apta para reutilización parcial,"{""first_user_message"": ""Diego se desreguló de golpe y ya no supe cómo ayudar."", ""turns_total"": 2, ""user_turns"": 1, ""assistant_turns"": 1, ""conversation_length_type"": ""short""}",crisis_activa,emotional_venting,emotional_dysregulation,[],rutinas,microaccion,caregiver,"{""emotional_intensity_band"": ""alta"", ""caregiver_capacity_band"": ""alta"", ""followup_needed"": false}",Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: bajar la voz y retirar una exigencia.,"{""opening"": ""validación"", ""core"": ""orientación"", ""close"": ""microacción""}",llm_fallback,system,hybrid,gpt_support_curated,False,context_recovery_used,True,0.679,False,"{""full_transcript"": [{""speaker"": ""user"", ""turn"": 1, ""text"": ""Diego se desreguló de golpe y ya no supe cómo ayudar.""}, {""speaker"": ""assistant"", ""turn"": 2, ""text"": ""Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: bajar la voz y retirar una exigencia.""}], ""transcript_text"": ""user: Diego se desreguló de golpe y ya no supe cómo ayudar.\nassistant: Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: bajar la voz y retirar una exigencia."", ""case_metrics"": {""turns_total"": 2, ""user_turns"": 1, ""assistant_turns"": 1}, ""nlp_labels"": {""emotion_primary"": ""emotional_dysregulation"", ""category"": ""crisis_activa"", ""sentiment"": ""mixed"", ""language"": ""es-MX""}}",2026-04-25T10:10:00,2026-04-25T10:10:00
cur_7a084835-4d6,177c312d-c315-4023-8a3b-d95a7eade0a9_4d52863b-4ac5-4933-9475-9535ea8d5f4e_8,177c312d-c315-4023-8a3b-d95a7eade0a9,family,177c312d-c315-4023-8a3b-d95a7eade0a9,4d52863b-4ac5-4933-9475-9535ea8d5f4e,session_177c312d_08,7a084835-4d6c-47e3-a146-ca2a1500b442,util,"[""transicion_rigidez"", ""general_distress"", ""rutinas""]",útil en contexto similar,"{""first_user_message"": ""Las transiciones son lo más difícil con Diego."", ""turns_total"": 2, ""user_turns"": 1, ""assistant_turns"": 1, ""conversation_length_type"": ""short""}",transicion_rigidez,clarification_request,general_distress,"[""sleep_disruption""]",rutinas,profundizacion,caregiver,"{""emotional_intensity_band"": ""media"", ""caregiver_capacity_band"": ""alta"", ""followup_needed"": false}",No necesitas resolverlo todo de golpe. Veamos qué está pesando más. Una microacción posible es: avisar el cambio con una frase clara.,"{""opening"": ""validación"", ""core"": ""orientación"", ""close"": ""microacción""}",llm_fallback,llm_fallback,hybrid,beto_emotion_router,False,memory_retrieval_required,True,0.938,True,"{""full_transcript"": [{""speaker"": ""user"", ""turn"": 1, ""text"": ""Las transiciones son lo más difícil con Diego.""}, {""speaker"": ""assistant"", ""turn"": 2, ""text"": ""No necesitas resolverlo todo de golpe. Veamos qué está pesando más. Una microacción posible es: avisar el cambio con una frase clara.""}], ""transcript_text"": ""user: Las transiciones son lo más difícil con Diego.\nassistant: No necesitas resolverlo todo de golpe. Veamos qué está pesando más. Una microacción posible es: avisar el cambio con una frase clara."", ""case_metrics"": {""turns_total"": 2, ""user_turns"": 1, ""assistant_turns"": 1}, ""nlp_labels"": {""emotion_primary"": ""general_distress"", ""category"": ""transicion_rigidez"", ""sentiment"": ""improving"", ""language"": ""es-MX""}}",2026-04-28T13:10:00,2026-04-28T13:10:00
