pattern_id,family_id,profile_id,context_key,helps,worsens,confidence_level,usage_count,last_seen,created_at,updated_at
7adb189f-ee2d-48d4-af5a-86181cbfd76c,46aa23c8-3d52-46b6-846b-33a5ae6091b8,81b2ec0a-ce1e-433a-a2a1-c8e3150cea03,sobrecarga_cuidador,"[""una sola indicación"", ""pausa breve"", ""bajar luces"", ""dar tiempo""]","[""muchas instrucciones"", ""apurar demasiado"", ""demasiado ruido"", ""preguntar demasiado""]",0.4,5,2026-05-31T02:00:00,2026-05-08T02:00:00,2026-05-31T02:00:00
0fb6cd96-8630-47f6-ba05-003665c41af8,46aa23c8-3d52-46b6-846b-33a5ae6091b8,81b2ec0a-ce1e-433a-a2a1-c8e3150cea03,disfuncion_ejecutiva,"[""menos palabras"", ""pausa breve"", ""validación"", ""menos ruido""]","[""presión escolar"", ""pantallas tarde"", ""forzar explicación"", ""muchas instrucciones""]",0.36,4,2026-05-30T22:00:00,2026-03-22T22:00:00,2026-05-30T22:00:00
70402b21-25fa-4ff7-a730-3daa5aed79ad,46aa23c8-3d52-46b6-846b-33a5ae6091b8,81b2ec0a-ce1e-433a-a2a1-c8e3150cea03,apoyo_general,"[""pausa breve"", ""bajar luces"", ""validación"", ""dar tiempo""]","[""demasiado ruido"", ""presión escolar"", ""muchas instrucciones"", ""cambio brusco""]",0.48,7,2026-05-30T21:00:00,2026-04-17T21:00:00,2026-05-30T21:00:00
cae311bd-71dc-4557-9545-e6fa2c449c7a,46aa23c8-3d52-46b6-846b-33a5ae6091b8,81b2ec0a-ce1e-433a-a2a1-c8e3150cea03,sobrecarga_sensorial,"[""microacciones"", ""anticipación"", ""una sola indicación"", ""mismo cierre""]","[""apurar demasiado"", ""cambio brusco"", ""corregir en el pico"", ""demasiado ruido""]",0.4,5,2026-05-30T21:00:00,2026-05-09T21:00:00,2026-05-30T21:00:00
8bd2590d-b326-4d10-990c-fbcd4b92bea2,46aa23c8-3d52-46b6-846b-33a5ae6091b8,81b2ec0a-ce1e-433a-a2a1-c8e3150cea03,transicion_rigidez,"[""mismo cierre""]","[""cambio brusco"", ""presión escolar""]",0.24,1,2026-05-30T23:00:00,2026-03-31T23:00:00,2026-05-30T23:00:00
53a7b400-ce3d-4b4b-8436-2cdb8297c27a,46aa23c8-3d52-46b6-846b-33a5ae6091b8,81b2ec0a-ce1e-433a-a2a1-c8e3150cea03,crisis_activa,"[""mismo cierre"", ""menos ruido"", ""pausa breve""]","[""preguntar demasiado"", ""muchas instrucciones""]",0.24,1,2026-05-29T23:00:00,2026-04-01T23:00:00,2026-05-29T23:00:00
63d71edf-234d-4905-8966-6bfc55d3fa5a,d4f35426-b48c-4ccb-8a6f-ef83a9972bfa,a01c68eb-7f46-449e-855a-a20c619b6078,apoyo_general,"[""microacciones"", ""bajar luces"", ""una sola indicación"", ""mismo cierre""]","[""muchas instrucciones"", ""cambio brusco"", ""preguntar demasiado"", ""forzar explicación""]",0.44,6,2026-05-29T01:43:00,2026-03-31T01:43:00,2026-05-29T01:43:00
d8ba2e75-6691-4abb-b265-9fb65e07bd05,d4f35426-b48c-4ccb-8a6f-ef83a9972bfa,a01c68eb-7f46-449e-855a-a20c619b6078,sobrecarga_cuidador,"[""dar tiempo"", ""validación""]","[""apurar demasiado"", ""muchas instrucciones"", ""pantallas tarde""]",0.24,1,2026-03-25T20:11:00,2026-01-25T20:11:00,2026-03-25T20:11:00
06a7de62-b7b0-4b29-8fb4-d3a07887422a,d4f35426-b48c-4ccb-8a6f-ef83a9972bfa,a01c68eb-7f46-449e-855a-a20c619b6078,sobrecarga_sensorial,"[""mismo cierre"", ""pausa breve""]","[""demasiado ruido"", ""forzar explicación"", ""muchas instrucciones"", ""gritar""]",0.4,5,2026-05-30T21:00:00,2026-05-02T21:00:00,2026-05-30T21:00:00
3d2cf041-ccc8-49aa-85a4-6601b58f5436,d4f35426-b48c-4ccb-8a6f-ef83a9972bfa,a01c68eb-7f46-449e-855a-a20c619b6078,crisis_activa,"[""menos ruido"", ""validación"", ""bajar luces"", ""mismo cierre""]","[""presión escolar"", ""preguntar demasiado"", ""cambio brusco"", ""muchas instrucciones""]",0.48,7,2026-05-31T21:00:00,2026-03-30T21:00:00,2026-05-31T21:00:00
33c4803e-c069-4d21-be54-cf8c67709fda,d4f35426-b48c-4ccb-8a6f-ef83a9972bfa,a01c68eb-7f46-449e-855a-a20c619b6078,disfuncion_ejecutiva,"[""mismo cierre"", ""bajar luces""]","[""gritar""]",0.24,1,2026-05-03T22:46:00,2026-02-24T22:46:00,2026-05-03T22:46:00
cd720603-ca58-4d35-ad2c-c8d578566b26,d4f35426-b48c-4ccb-8a6f-ef83a9972bfa,a01c68eb-7f46-449e-855a-a20c619b6078,sueno_regulacion,"[""menos palabras""]","[""demasiado ruido"", ""muchas instrucciones"", ""pantallas tarde"", ""apurar demasiado""]",0.28,2,2026-05-30T23:00:00,2026-04-06T23:00:00,2026-05-30T23:00:00
01b2527a-2fec-4e2b-aa31-19b3f060aa0c,d4f35426-b48c-4ccb-8a6f-ef83a9972bfa,a01c68eb-7f46-449e-855a-a20c619b6078,transicion_rigidez,"[""dar tiempo""]","[""preguntar demasiado""]",0.24,1,2026-05-28T21:00:00,2026-04-10T21:00:00,2026-05-28T21:00:00
f35ba32a-30e6-4dd0-a310-78416580a906,6757a44b-9b38-49ba-9f05-27fb844cb020,661b179f-e049-4dc4-96c6-7b54ecc30391,disfuncion_ejecutiva,"[""bajar luces"", ""dar tiempo"", ""validación"", ""anticipación""]","[""forzar explicación"", ""gritar"", ""cambio brusco"", ""corregir en el pico""]",0.36,4,2026-05-28T21:00:00,2026-03-26T21:00:00,2026-05-28T21:00:00
