family_id,profile_id,sessions_total,messages_total,first_session_at,last_session_at,technical_duration_mean_min,technical_duration_median_min,average_messages_per_session,average_usefulness,applied_successfully_rate,llm_fallback_sessions,calendar_span_days,llm_fallback_session_rate,dominant_category,dominant_state
0edee50a-8c0f-457b-ba23-4a624349f4a4,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,23,164,2026-01-31 20:22:00,2026-05-31 21:00:00,6.130434782608695,3.0,7.130434782608695,0.7556956521739131,0.5652173913043478,12,121,0.5217391304347826,crisis_activa,shutdown
0eeb0b95-213d-4d0f-817b-4b931bd93b1b,6a6a053b-ad54-4604-9fda-9a67f8fe97e2,23,154,2026-01-15 20:59:00,2026-05-31 21:00:00,5.695652173913044,3.0,6.695652173913044,0.7794347826086956,0.6521739130434783,7,137,0.30434782608695654,apoyo_general,executive_dysfunction
10136bb0-b6e9-4690-9eb1-8592af5c8261,1cf9f982-625e-4269-8aac-0024c6423f5b,23,150,2026-04-26 13:23:00,2026-05-31 21:00:00,5.521739130434782,3.0,6.521739130434782,0.7142608695652174,0.6521739130434783,3,36,0.13043478260869565,apoyo_general,general_distress
118e117b-54ea-4d19-879b-1254fafb11aa,a7105be4-28ae-4b64-bc17-4b6691b16a29,23,166,2026-03-22 16:29:00,2026-05-31 21:00:00,6.217391304347826,3.0,7.217391304347826,0.685,0.6956521739130435,12,71,0.5217391304347826,transicion_rigidez,general_distress
11ca98bb-300e-4841-94b4-55a324d71d47,ffcabd8d-9234-424f-990c-848ef8e493e0,23,194,2026-02-19 16:02:00,2026-05-31 21:00:00,7.434782608695652,3.0,8.434782608695652,0.6523043478260869,0.43478260869565216,13,102,0.5652173913043478,crisis_activa,general_distress
11d0c5c7-307a-49b9-8d57-44b99f520cdc,9ff4226d-4872-4bde-ac45-221a053efef7,23,180,2026-03-14 08:08:00,2026-05-31 18:07:00,6.826086956521739,3.0,7.826086956521739,0.6998260869565217,0.6086956521739131,9,79,0.391304347826087,apoyo_general,general_distress
1249a9c0-e28c-4ad2-9e76-7ac056f658c8,becf7357-95f2-4370-86a3-a9c94b16af99,23,180,2026-02-23 17:32:00,2026-05-31 21:00:00,6.826086956521739,3.0,7.826086956521739,0.6807391304347826,0.5217391304347826,6,98,0.2608695652173913,sobrecarga_sensorial,general_distress
137d433e-099c-4818-9542-fb1c62135220,eae7d3d4-6679-422b-9555-e616b96b35c2,23,192,2026-05-14 15:58:00,2026-05-31 21:00:00,7.3478260869565215,9.0,8.347826086956522,0.6789565217391305,0.5652173913043478,8,18,0.34782608695652173,sobrecarga_cuidador,general_distress
14028473-68cf-4e2a-9a07-f0d594a5792b,245bdc34-54f7-4f1e-9f89-03367c2bfa9b,23,178,2026-03-11 18:11:00,2026-05-31 21:00:00,6.739130434782608,3.0,7.739130434782608,0.6873478260869565,0.6956521739130435,6,82,0.2608695652173913,disfuncion_ejecutiva,general_distress
15085b3d-a0b8-4ed7-bcbf-7f546373ca07,464050af-55d3-49a9-b028-3f5a84c591d3,23,146,2026-04-02 16:27:00,2026-05-31 21:00:00,5.3478260869565215,3.0,6.3478260869565215,0.6713478260869564,0.6521739130434783,9,60,0.391304347826087,apoyo_general,emotional_dysregulation
171fd715-50a4-4e1d-97cf-c379deae8de9,7074de31-1bdf-43a3-a405-7dc486d37077,23,142,2026-05-10 16:59:00,2026-05-31 21:00:00,5.173913043478261,3.0,6.173913043478261,0.6269130434782609,0.5652173913043478,5,22,0.21739130434782608,crisis_activa,emotional_dysregulation
174070a1-b993-450c-b8b6-564bd0b8aaa9,eb33458b-c037-4ddb-b549-91ef1fc774dc,23,162,2026-02-06 08:46:00,2026-05-31 21:00:00,6.043478260869565,3.0,7.043478260869565,0.7514347826086957,0.6521739130434783,10,115,0.43478260869565216,crisis_activa,general_distress
177c312d-c315-4023-8a3b-d95a7eade0a9,4d52863b-4ac5-4933-9475-9535ea8d5f4e,23,168,2026-03-11 08:21:00,2026-05-31 11:06:00,6.304347826086956,3.0,7.304347826086956,0.6603478260869565,0.5217391304347826,9,82,0.391304347826087,apoyo_general,shutdown
181f1fef-62b2-4008-ab1a-eda0a4a832b0,1735734b-8a0a-4e52-95a6-1dd94705fe4b,23,142,2026-01-19 15:48:00,2026-05-31 06:00:00,5.173913043478261,3.0,6.173913043478261,0.6840434782608696,0.6086956521739131,7,132,0.30434782608695654,sobrecarga_cuidador,general_distress
19f4dc6f-ef37-4eeb-974c-07d766eac932,943b9aa5-5e5e-4527-ac02-dbe01dd5df45,23,170,2026-05-26 21:00:00,2026-05-31 21:00:00,6.391304347826087,3.0,7.391304347826087,0.7025652173913043,0.5652173913043478,7,6,0.30434782608695654,apoyo_general,general_distress
1a8cc57a-55e6-4184-ac1e-28c42eb70aab,2eb6c38e-fd93-4cb3-9c85-aacb9485f4ad,23,172,2026-01-19 19:54:00,2026-05-31 01:00:00,6.478260869565218,3.0,7.478260869565218,0.6897391304347826,0.6956521739130435,8,132,0.34782608695652173,apoyo_general,executive_dysfunction
1b453eaf-89df-4ba9-ba16-41e59ec859c2,98be2530-bb59-4fed-a6c8-9847b11c97af,23,208,2026-01-11 20:13:00,2026-05-31 21:00:00,8.043478260869565,9.0,9.043478260869565,0.6901304347826087,0.6521739130434783,3,141,0.13043478260869565,sueno_regulacion,general_distress
1bdc9c33-f5b7-4049-af7d-aec73656c9cd,a0c01555-de92-487d-a0ed-21dacf3bad75,23,156,2026-03-22 08:01:00,2026-05-31 07:00:00,5.782608695652174,3.0,6.782608695652174,0.6705217391304348,0.5217391304347826,10,70,0.43478260869565216,apoyo_general,meltdown
1c1bd122-e450-4702-bd7e-20c8ebc3cb30,49dfdb1f-6c86-4153-bc80-53568e703a2e,23,154,2026-05-13 14:26:00,2026-05-31 21:00:00,5.695652173913044,3.0,6.695652173913044,0.7001304347826087,0.5652173913043478,10,19,0.43478260869565216,crisis_activa,general_distress
1c38ae4f-1846-45ca-938e-3e1bbcdb1049,dfbcc3fa-1e16-4503-8f5f-afd07e37c90a,23,194,2026-03-22 09:24:00,2026-05-31 03:00:00,7.434782608695652,9.0,8.434782608695652,0.7109130434782608,0.5652173913043478,7,70,0.30434782608695654,apoyo_general,general_distress
1e078026-5215-4954-9008-8e40fc0623a0,27794c57-be73-49b2-85b9-275438618801,23,166,2026-02-23 12:48:00,2026-05-31 17:46:00,6.217391304347826,3.0,7.217391304347826,0.6408260869565218,0.4782608695652174,12,98,0.5217391304347826,apoyo_general,general_distress
1ebf5f08-9f01-4a3b-8d4a-f204822391a3,dc94adbe-fc39-4f96-80c3-b7ed90826ba0,23,196,2026-02-17 16:05:00,2026-05-31 21:00:00,7.521739130434782,9.0,8.521739130434783,0.6977391304347826,0.6086956521739131,6,104,0.2608695652173913,crisis_activa,general_distress
2165daf4-d683-4f3d-9290-8694bff46165,400fce60-cf80-4f28-96c7-2e59877eaf5a,23,194,2026-01-16 09:40:00,2026-05-31 21:00:00,7.434782608695652,9.0,8.434782608695652,0.6817391304347826,0.8260869565217391,6,136,0.2608695652173913,sobrecarga_sensorial,general_distress
218e92aa-7c88-4b22-bd5d-d6c2263e6fb5,54a75c11-cb96-41e6-9288-5678a6066101,23,162,2026-04-18 12:49:00,2026-05-31 21:00:00,6.043478260869565,3.0,7.043478260869565,0.6590869565217392,0.34782608695652173,6,44,0.2608695652173913,apoyo_general,general_distress
225df57f-e239-43f3-84cc-3016892bf288,667a4fba-a2fe-46a7-88ff-653891a6240f,23,172,2026-02-22 19:36:00,2026-05-31 21:00:00,6.478260869565218,3.0,7.478260869565218,0.647,0.6086956521739131,5,99,0.21739130434782608,sueno_regulacion,general_distress
233606d0-5b54-4710-a599-50e8f6190bea,80f473e9-607a-4bc2-8ccf-542a863032de,23,166,2026-04-25 19:41:00,2026-05-31 10:41:00,6.217391304347826,3.0,7.217391304347826,0.6452173913043479,0.6521739130434783,8,36,0.34782608695652173,apoyo_general,executive_dysfunction
244cf02a-6a9f-4e51-8fd0-39996e6c74aa,17c2e9a7-db55-4986-a5a7-18c718d4a083,23,176,2026-02-12 08:31:00,2026-05-31 03:00:00,6.6521739130434785,3.0,7.6521739130434785,0.6281739130434782,0.6086956521739131,6,108,0.2608695652173913,apoyo_general,general_distress
2472bc7c-4de5-4c93-9881-47f8a8f3a5df,28890895-3a7a-4197-afc9-59d6645f1008,23,146,2026-03-15 08:57:00,2026-05-31 21:00:00,5.3478260869565215,3.0,6.3478260869565215,0.6704347826086956,0.5217391304347826,9,78,0.391304347826087,transicion_rigidez,general_distress
25e817db-bebc-4684-95b0-700d4faad8d2,7123f3ef-165d-4915-9764-166a9fdfe202,23,200,2026-03-03 15:52:00,2026-05-31 21:00:00,7.695652173913044,11.0,8.695652173913043,0.7039565217391304,0.6086956521739131,5,90,0.21739130434782608,apoyo_general,general_distress
28926661-61b3-4991-bdf2-ce2340e77935,0e79fd65-b751-4a58-a77e-2f2936343443,23,156,2026-04-27 18:24:00,2026-05-30 21:00:00,5.782608695652174,3.0,6.782608695652174,0.6457391304347826,0.5217391304347826,6,34,0.2608695652173913,crisis_activa,general_distress
289b7718-50d5-4656-ba6f-b176285c755f,fd87adf3-7e92-4f78-996e-9ef41b771bd9,23,146,2026-05-26 21:00:00,2026-05-31 21:00:00,5.3478260869565215,3.0,6.3478260869565215,0.7294347826086957,0.6086956521739131,3,6,0.13043478260869565,crisis_activa,general_distress
28b2e675-056e-4641-905e-ff58e87ae9a7,2eeb7b96-d177-4620-abd6-76ca220ef059,23,176,2026-03-26 17:15:00,2026-05-31 21:00:00,6.6521739130434785,3.0,7.6521739130434785,0.6852173913043478,0.6956521739130435,9,67,0.391304347826087,apoyo_general,general_distress
29907378-5e9b-4661-b240-f444d1725468,9ef7570a-1509-4672-9045-30877ab4f0a7,23,172,2026-04-17 15:58:00,2026-05-31 21:00:00,6.478260869565218,3.0,7.478260869565218,0.6680434782608696,0.6521739130434783,8,45,0.34782608695652173,sueno_regulacion,general_distress
2b782017-90d8-4c42-9b89-53ecf7c53148,0bafec73-2550-48e8-9349-c16b3a2eeb9b,23,216,2026-02-26 13:25:00,2026-05-31 21:00:00,8.391304347826088,9.0,9.391304347826088,0.7488260869565216,0.6956521739130435,10,95,0.43478260869565216,sobrecarga_cuidador,executive_dysfunction
2b7fc46c-c93b-4fc1-83d0-bd8821b279fd,0be039ff-854c-4d04-a77e-c6048d714815,23,158,2026-02-15 14:12:00,2026-05-31 21:00:00,5.869565217391305,3.0,6.869565217391305,0.6757826086956522,0.4782608695652174,7,106,0.30434782608695654,disfuncion_ejecutiva,general_distress
2d591e85-b5bb-41c5-8c0a-e5372453dd1d,1a9efc16-f4c3-4831-b94d-da0097b7ad53,23,164,2026-03-14 18:37:00,2026-05-31 21:00:00,6.130434782608695,3.0,7.130434782608695,0.6806086956521739,0.4782608695652174,8,79,0.34782608695652173,disfuncion_ejecutiva,general_distress
2ea957c5-c357-4641-b192-7d0aee77c7fa,c1021b7f-9f58-4490-8d7c-1055faa9f031,23,172,2026-02-18 19:07:00,2026-05-31 21:00:00,6.478260869565218,3.0,7.478260869565218,0.696391304347826,0.6086956521739131,8,103,0.34782608695652173,sobrecarga_cuidador,general_distress
2f0831f7-46b8-4d1d-94bb-ff66ae4b2391,b068fe13-f108-4132-9030-3edfae53af6c,23,166,2026-03-11 11:21:00,2026-05-31 21:00:00,6.217391304347826,3.0,7.217391304347826,0.6370869565217392,0.4782608695652174,10,82,0.43478260869565216,sobrecarga_cuidador,general_distress
30eb0096-76ac-42b1-9a94-e49fe94619e0,661a8547-7f7c-462d-a2e6-2b1892b4799d,23,188,2026-01-14 20:27:00,2026-05-31 21:00:00,7.173913043478261,9.0,8.173913043478262,0.6389565217391304,0.6956521739130435,8,138,0.34782608695652173,sobrecarga_sensorial,shutdown
3176bbc2-bdc8-42ad-ae99-a779fab93272,ea41060f-47c5-49c2-b102-3cc7e4a76e30,23,162,2026-04-15 17:30:00,2026-05-31 21:00:00,6.043478260869565,3.0,7.043478260869565,0.7156521739130435,0.6956521739130435,9,47,0.391304347826087,apoyo_general,general_distress
35300a64-f664-4af5-a526-fb055c362e23,af405833-025e-4247-9ee2-92dba1416320,23,188,2026-03-08 10:42:00,2026-05-31 21:00:00,7.173913043478261,9.0,8.173913043478262,0.5745652173913044,0.5217391304347826,7,85,0.30434782608695654,crisis_activa,emotional_dysregulation
3717bc84-1ee6-4e63-97b9-0f0a22be0a3a,6f84939c-0c31-4a2d-9993-0cefd2d2096f,23,142,2026-04-19 18:08:00,2026-05-31 21:00:00,5.173913043478261,3.0,6.173913043478261,0.7621739130434783,0.6521739130434783,4,43,0.17391304347826086,sueno_regulacion,general_distress
37194d96-5178-465a-a5a5-e41a8510add7,6a60a771-9c92-4f4b-b983-5d608677729d,23,168,2026-01-29 17:19:00,2026-05-31 21:00:00,6.304347826086956,3.0,7.304347826086956,0.6073478260869565,0.6086956521739131,5,123,0.21739130434782608,crisis_activa,emotional_dysregulation
3829ae9b-d2a4-4785-bc9f-e36c86c978f0,3d08a8f5-579b-4582-b1c3-459a99600bb9,23,162,2026-01-12 17:35:00,2026-05-31 21:00:00,6.043478260869565,3.0,7.043478260869565,0.6680869565217391,0.6086956521739131,7,140,0.30434782608695654,apoyo_general,executive_dysfunction
390e94d0-786f-432a-8e38-da4fb07644c0,b9dc52d1-95e0-4264-9021-8ea5b9a28787,23,136,2026-01-28 16:20:00,2026-05-31 02:00:00,4.913043478260869,3.0,5.913043478260869,0.6540869565217392,0.6521739130434783,10,123,0.43478260869565216,apoyo_general,general_distress
392aa214-2140-427d-aead-2578b8fd452b,2bdbcd6c-eed5-4787-afc2-2dd71d3e24a7,23,190,2026-02-20 10:44:00,2026-05-31 21:00:00,7.260869565217392,9.0,8.26086956521739,0.7176086956521739,0.6086956521739131,6,101,0.2608695652173913,apoyo_general,general_distress
3954244d-ce88-4caf-804a-a87d93fb13e9,55ee8746-e6f2-49da-9b23-416f92c143f8,23,150,2026-01-22 15:43:00,2026-05-31 21:00:00,5.521739130434782,3.0,6.521739130434782,0.6500869565217391,0.6956521739130435,6,130,0.2608695652173913,transicion_rigidez,general_distress
3bcb7eb9-47d9-495a-8846-c99c285f1712,90cbec23-43f5-4862-801c-0e7a56a19aaf,23,182,2026-05-22 18:44:00,2026-05-31 21:00:00,6.913043478260869,3.0,7.913043478260869,0.6993478260869566,0.6956521739130435,6,10,0.2608695652173913,apoyo_general,general_distress
3fdbb0fc-3d53-47ec-8f28-446fd6cd2d0e,521b34c2-711e-447a-88b1-40d77888c99b,23,192,2026-01-21 16:00:00,2026-05-31 21:00:00,7.3478260869565215,9.0,8.347826086956522,0.6890434782608696,0.7391304347826086,8,131,0.34782608695652173,disfuncion_ejecutiva,general_distress
40cde2b1-a647-4cb0-8c9a-adebe1bab0cb,96c224b6-0ccd-4143-90dc-fef450b4d6f6,23,154,2026-01-28 18:38:00,2026-05-31 20:38:00,5.695652173913044,3.0,6.695652173913044,0.716,0.6956521739130435,10,124,0.43478260869565216,crisis_activa,meltdown
421c9053-ff4a-48bb-8980-6b97ffc74c1c,49a7f135-718b-48ed-a99e-784c114474ea,23,162,2026-03-19 20:56:00,2026-05-31 00:00:00,6.043478260869565,3.0,7.043478260869565,0.6881739130434782,0.5652173913043478,4,73,0.17391304347826086,apoyo_general,general_distress
42233187-9ab3-4290-ad23-ffa842a57980,f4a05518-2e09-4b96-b9e5-973f603427a2,23,186,2026-01-15 09:34:00,2026-05-31 21:00:00,7.086956521739131,3.0,8.08695652173913,0.6944782608695652,0.7391304347826086,5,137,0.21739130434782608,crisis_activa,general_distress
42a50aad-ceca-445b-aee9-e0375a8fb49f,c94fe830-7560-4fbf-8269-b58a0071e4ed,23,180,2026-03-26 14:16:00,2026-05-31 21:00:00,6.826086956521739,9.0,7.826086956521739,0.6584782608695652,0.6521739130434783,8,67,0.34782608695652173,apoyo_general,general_distress
42b884fb-7576-4616-b9f1-0ba666a182be,00578b00-607d-44c6-8709-2b136f93b209,23,148,2026-04-06 12:05:00,2026-05-31 21:00:00,5.434782608695652,3.0,6.434782608695652,0.7241739130434782,0.6521739130434783,10,56,0.43478260869565216,disfuncion_ejecutiva,general_distress
43aac72d-6f79-4194-9aaa-e577a4d51504,e5c4360a-2180-4430-8043-b0154986f0bf,23,180,2026-01-25 11:01:00,2026-05-31 21:00:00,6.826086956521739,9.0,7.826086956521739,0.662,0.6956521739130435,5,127,0.21739130434782608,apoyo_general,executive_dysfunction
44551dbf-ca93-44ca-9dc3-38a333db55d0,c1c92cd7-c7d9-45d1-850c-8671d6202ef5,23,150,2026-01-28 09:38:00,2026-05-31 21:00:00,5.521739130434782,3.0,6.521739130434782,0.6553478260869565,0.6086956521739131,5,124,0.21739130434782608,crisis_activa,shutdown
446a34d6-1983-4346-b506-9d81d3f0a2af,606b9223-b376-4385-8fd9-daf90bdecd30,23,146,2026-03-11 09:19:00,2026-05-31 21:00:00,5.3478260869565215,3.0,6.3478260869565215,0.6641739130434783,0.5652173913043478,7,82,0.30434782608695654,apoyo_general,emotional_dysregulation
45ba3015-110c-405a-bcdc-6c6ead1c16d9,120780d6-c0cf-426e-b2fa-3c3b31e69578,23,192,2026-04-09 14:32:00,2026-05-31 21:00:00,7.3478260869565215,9.0,8.347826086956522,0.6622173913043479,0.391304347826087,7,53,0.30434782608695654,sueno_regulacion,general_distress
462fdfa5-0fca-405a-b531-f3218704b4b2,b02a0a57-eb17-40ba-814f-34255899243a,23,172,2026-05-18 16:09:00,2026-05-31 21:00:00,6.478260869565218,3.0,7.478260869565218,0.6539565217391304,0.6086956521739131,11,14,0.4782608695652174,disfuncion_ejecutiva,general_distress
46aa23c8-3d52-46b6-846b-33a5ae6091b8,81b2ec0a-ce1e-433a-a2a1-c8e3150cea03,23,140,2026-05-23 17:51:00,2026-05-31 02:00:00,5.086956521739131,3.0,6.086956521739131,0.6537391304347826,0.6521739130434783,8,8,0.34782608695652173,apoyo_general,general_distress
46dc21de-eac2-4f76-aa5f-ea02c062fc46,05a8edf5-5b33-4d65-994d-f11a0c6a081b,23,142,2026-03-17 16:51:00,2026-05-31 21:00:00,5.173913043478261,3.0,6.173913043478261,0.6962173913043479,0.6956521739130435,7,76,0.30434782608695654,apoyo_general,general_distress
4aea8578-f11f-4cda-befa-c49409b9e347,531cf2cb-7ee1-48e4-9f79-fbebdcc77f1c,23,142,2026-01-23 20:52:00,2026-05-31 21:00:00,5.173913043478261,3.0,6.173913043478261,0.7362173913043478,0.7391304347826086,5,129,0.21739130434782608,apoyo_general,general_distress
4af5fd77-157f-484a-9fab-fe262b72bd43,00916892-3bb7-4e8e-8cd2-81f4079e5e03,23,178,2026-05-20 13:35:00,2026-05-31 21:00:00,6.739130434782608,3.0,7.739130434782608,0.6652173913043479,0.5217391304347826,4,12,0.17391304347826086,crisis_activa,general_distress
4c60a0bf-988f-41a7-bcdf-fe5f599c6b6f,ad277f2b-249d-4b05-b999-65f57cc29cda,23,178,2026-03-17 15:43:00,2026-05-31 21:00:00,6.739130434782608,3.0,7.739130434782608,0.6899130434782609,0.6956521739130435,9,76,0.391304347826087,apoyo_general,general_distress
4d08d1e4-a307-4f86-9199-308886924505,d0ab50d0-03b3-4fd9-ac7b-dbf3ce482d4c,23,172,2026-04-16 10:23:00,2026-05-31 11:47:00,6.478260869565218,3.0,7.478260869565218,0.6673043478260869,0.6521739130434783,5,46,0.21739130434782608,crisis_activa,general_distress
4d24738a-b4e1-4bcb-a1e8-68ac77e73d1a,ccf3b701-1e3f-4db5-bc96-bc160f02af3a,23,248,2026-05-06 08:35:00,2026-05-31 21:00:00,9.782608695652174,11.0,10.782608695652174,0.6670869565217391,0.4782608695652174,9,26,0.391304347826087,crisis_activa,general_distress
4ec26eed-77bf-443e-a7c0-e4566b30ccab,3d39d95d-cb93-4806-9d26-f3a7e7824a68,23,150,2026-05-01 17:56:00,2026-05-31 21:00:00,5.521739130434782,3.0,6.521739130434782,0.6564782608695652,0.6956521739130435,5,31,0.21739130434782608,sobrecarga_sensorial,general_distress
4fb78ecd-3f6c-487d-8b97-186ffb11122a,615f956a-c2af-4250-bb0b-5c7754e01ea0,23,156,2026-03-15 10:38:00,2026-05-31 21:00:00,5.782608695652174,3.0,6.782608695652174,0.6217826086956522,0.4782608695652174,7,78,0.30434782608695654,crisis_activa,general_distress
515b036e-884b-4d5a-93df-138fdc9cfa2b,f2139b33-864b-417c-a9eb-98b5e13532fb,23,192,2026-04-01 15:50:00,2026-05-31 21:00:00,7.3478260869565215,9.0,8.347826086956522,0.6766521739130436,0.6086956521739131,5,61,0.21739130434782608,crisis_activa,meltdown
55089e60-d46f-4ebc-8689-74e4f6cf47b3,d368f7fe-026e-435a-8af6-0dfabcd2ca8b,23,214,2026-05-06 15:34:00,2026-05-31 21:00:00,8.304347826086957,9.0,9.304347826086957,0.6407391304347826,0.391304347826087,3,26,0.13043478260869565,sobrecarga_cuidador,general_distress
554b8716-ab8a-4c3b-ae3b-5182fbcc95a7,8e8aa8e0-f6ec-4fff-bc91-ecf0ef1b6426,23,156,2026-01-22 17:51:00,2026-05-31 21:00:00,5.782608695652174,3.0,6.782608695652174,0.7185652173913044,0.4782608695652174,8,130,0.34782608695652173,apoyo_general,general_distress
56a85926-0924-4de8-bef0-c8dba9162ff5,28655869-f613-4da2-bae7-ff929288be28,23,148,2026-03-30 08:04:00,2026-05-31 08:40:00,5.434782608695652,3.0,6.434782608695652,0.6112608695652174,0.5217391304347826,7,63,0.30434782608695654,crisis_activa,meltdown
597ac3d1-71f2-4d28-99fd-c8425ef1688e,ebc2601e-74af-44c5-9cc8-71442621450c,23,166,2026-01-09 09:11:00,2026-05-31 21:00:00,6.217391304347826,3.0,7.217391304347826,0.6853478260869565,0.6086956521739131,10,143,0.43478260869565216,apoyo_general,general_distress
5b4e80aa-994f-4fe8-91db-b442768dc08f,6472b608-cca5-4456-a325-f099b35cd0a8,23,172,2026-01-21 13:11:00,2026-05-31 21:00:00,6.478260869565218,9.0,7.478260869565218,0.622695652173913,0.6521739130434783,3,131,0.13043478260869565,sueno_regulacion,general_distress
5c6f1713-177c-49eb-86fd-6c1ac9347741,6fb309e3-bbef-44f3-9fa7-614f386ee1c2,23,132,2026-01-28 10:58:00,2026-05-31 08:00:00,4.739130434782608,3.0,5.739130434782608,0.6990869565217391,0.7391304347826086,8,123,0.34782608695652173,crisis_activa,general_distress
5fcdb233-94a0-4056-85dd-484fb989fa79,dd9b6398-bf04-4967-87ca-635dcaf72460,23,172,2026-05-16 11:31:00,2026-05-31 21:00:00,6.478260869565218,3.0,7.478260869565218,0.6575217391304348,0.7391304347826086,7,16,0.30434782608695654,apoyo_general,executive_dysfunction
603a10ed-54b9-45db-9f4b-de880057ff79,41f00d17-50c9-43bd-9ded-161c098b7d70,23,164,2026-03-27 16:21:00,2026-05-31 00:00:00,6.130434782608695,3.0,7.130434782608695,0.6724782608695652,0.5217391304347826,4,65,0.17391304347826086,apoyo_general,general_distress
616deb2c-4a7e-4645-ac7e-568d89c5ea47,5aa81779-a944-440a-82bd-6a18bf88a5f9,23,196,2026-04-17 15:17:00,2026-05-31 21:00:00,7.521739130434782,9.0,8.521739130434783,0.6182173913043478,0.43478260869565216,7,45,0.30434782608695654,crisis_activa,general_distress
6340c30f-8b5b-4d32-8039-1e311ffb1075,ea45fd99-725d-4d91-9778-301490c11bec,23,178,2026-02-28 10:46:00,2026-05-31 21:00:00,6.739130434782608,3.0,7.739130434782608,0.6965652173913044,0.6521739130434783,8,93,0.34782608695652173,apoyo_general,general_distress
6364960e-3215-41da-a19a-a27c8112eb7a,88ac33ed-c268-456e-9683-8e3bd374dcfb,23,178,2026-04-25 12:01:00,2026-05-31 21:00:00,6.739130434782608,3.0,7.739130434782608,0.8035217391304349,0.8260869565217391,9,37,0.391304347826087,crisis_activa,shutdown
64010efc-8274-49b5-81d5-b81ffa68199a,78df1dc7-ae73-47b0-8ba2-a5601d908644,23,176,2026-03-22 15:53:00,2026-05-31 21:00:00,6.6521739130434785,9.0,7.6521739130434785,0.5597391304347826,0.4782608695652174,10,71,0.43478260869565216,sueno_regulacion,general_distress
640a32a0-9ec2-4649-aefc-30e6b627bd41,5b6e5f39-2c62-4c3e-83f9-445f29528d75,23,170,2026-04-01 11:03:00,2026-05-31 21:00:00,6.391304347826087,3.0,7.391304347826087,0.73,0.6956521739130435,11,61,0.4782608695652174,apoyo_general,general_distress
